source	mor	target
FOXO1	1	PPARGC1A
HIF1A	1	MDM2
KAT7	1	CDKN1A
TP53	1	APOE
E2F1	1	CCND3
SSRP1	1	PIK3R1
SSRP1	1	VEGFA
TBP	1	HMOX1
ETS1	1	NRP1
USF2	1	NR2F2
USF2	1	PITX2
TTF1	1	LGALS3
NR2C1	1	NR2C2
KDM5D	1	COP1
JUNB	1	MAP2K5
JUND	1	MAP2K5
JUN	1	MAP2K5
CUX1	1	CDK2
NR2F1	1	SLC9A1
TFAP2A	1	SLC9A1
AR	1	APPL1
FOXD2	1	PRKAR1A
SMAD4	1	THBS1
SMAD4	-1	VEGFA
SNAI1	1	VIM
SNAI1	1	STIM1
ETS2	1	PTHLH
E2F1	1	CDK1
SNAI1	1	MMP2
NR3C1	1	BCL2L1
ETS2	-1	BRCA1
EGR1	-1	COL2A1
SP3	1	IL1B
WT1	1	IL1B
HMGA1	-1	BRCA1
ETS1	1	PCYT1A
TEAD2	1	PCYT1A
TP73	1	CCNG1
MYC	1	GJA1
STAT1	1	S100A10
GATA2	1	YBX1
ESR2	1	PSMD4
AR	1	GTF2F1
MYC	1	SPP1
POU2F1	1	SPP1
TFAP2A	1	PTHLH
TTF1	1	HHEX
SP3	1	PARP1
CREB1	1	PCNA
ETS2	1	CREBBP
NR0B1	1	DR1
NFE2L2	1	TXN
ZBED1	1	H1-2
MEF2A	1	BMP2
MEF2A	1	HLA-E
USF1	1	CD40
USF2	1	CD40
POU5F1	1	FBXO15
CEBPB	1	INSR
SP1	1	INSR
SP1	1	HMGA1
MBD1	1	CCL2
CREB1	1	RB1
THRA	1	RB1
TP53	1	NME1
EGR1	1	CD44
SMAD3	-1	IL6
SMAD7	1	IL6
TP53	1	KLF6
RELB	1	SERPINE1
REL	1	SERPINE1
NFKB2	1	SERPINE1
CUX1	1	CAV1
NKX3-1	-1	BCL2
HES1	1	NUMB
TBPL1	1	ACHE
TBPL1	1	CD44
JUND	1	BCL2
JUN	1	BCL2
SP1	1	WT1
SP1	1	PPP1CC
SP3	1	PPP1CC
USF1	1	BDNF
SP1	1	MAZ
USF1	1	NFYA
MEF2A	1	CDK5
BMAL1	1	CLOCK
CLOCK	-1	BMAL1
BMAL1	1	HIF1A
YBX1	1	CCNA2
YBX1	-1	CCNB1
PPARG	-1	CXCL8
EPAS1	1	GAPDH
STAT5A	1	DLL1
STAT5A	1	EGF
NR0B1	1	ZNF461
NFYB	1	HLA-E
NFYB	1	RFX5
PITX1	1	CXCL2
ENO1	1	CXCL2
RBPJ	1	NFKBIA
DDIT3	-1	IL6
SMAD3	1	ACTA1
TP53	1	HIPK1
JUNB	1	TNFRSF9
JUND	1	TNFRSF9
RELB	1	TNFRSF9
REL	1	TNFRSF9
NFKB2	1	TNFRSF9
SP1	1	ETS1
JDP2	1	CD40
JDP2	1	CTSK
ELF3	1	MED23
DLX4	1	AXIN2
GRHL3	1	AXIN2
RARA	1	LCOR
NKX3-1	1	SEPTIN9
TTF1	1	AGT
PPARA	-1	SREBF1
HMGA2	1	AKT1
HMGA2	1	CCNG1
SP1	1	CDK2
IRF1	1	SP1
IRF2	1	CDK2
IRF3	1	CDK2
TP53	-1	CDK2
RELA	-1	PPARG
TBX2	-1	GJA1
TP53	-1	SREBF1
MYB	1	PIM1
CEBPG	1	CEBPD
CEBPG	1	EBP
RELB	1	CEBPD
REL	1	CEBPD
NFKB2	1	CEBPD
RELA	1	CEBPD
NFKB1	1	CEBPD
RELB	1	EBP
SSRP1	1	CIITA
REL	1	EBP
NFKB2	1	EBP
RELA	1	EBP
NFKB1	1	EBP
CEBPB	1	IKBKE
CEBPG	1	IKBKE
SP1	1	SQSTM1
SP3	1	SQSTM1
BMAL1	1	SERPINE1
IRF2	1	CREBBP
HIF1A	1	WT1
ETS1	1	CDKN1A
NFYA	1	CDC25C
ZHX2	-1	CDC25C
ZHX2	-1	NFYA
NFIL3	-1	PTGS2
SP1	1	CAD
E2F3	1	KHDRBS1
TFE3	1	KHDRBS1
EBF1	1	ACHE
SSRP1	1	ACHE
TCF3	1	ACHE
EBF1	1	CREBBP
HOXB4	1	SCAI
UBTF	1	CCND1
ELK1	1	PSEN1
ETV1	1	PSEN1
GABPA	1	PSEN1
ETS2	1	MDM2
RELB	1	PRKG1
REL	1	PRKG1
NFKB2	1	PRKG1
RELA	1	PRKG1
NFKB1	1	PRKG1
EGR1	1	MDM2
DLX4	1	CDH1
MITF	-1	PAX6
ZNF79	1	TICAM2
RELB	1	BMP2
REL	1	BMP2
NFKB2	1	BMP2
RELA	1	BMP2
NFKB1	1	BMP2
CEBPB	1	TRAF3IP2
JUNB	1	TRAF3IP2
JUND	1	TRAF3IP2
JUN	1	TRAF3IP2
IRF1	1	TRAF3IP2
FOXO4	-1	VEGFA
PPARA	1	SCARB1
RXRB	1	RARB
NR3C2	1	INSR
MYC	1	SKP2
NCOR2	1	NR0B1
E2F4	-1	CCNB2
E2F6	-1	CCNB2
HOXA13	1	BMP4
HOXD13	1	BMP4
ZNF281	1	VIM
SP1	1	ZNF148
TAF1	1	MYB
SP3	1	CDKN1B
DLX4	1	RPS6KB1
SMARCA1	1	HSPA4
SSRP1	1	SOCS3
SP1	1	ESR2
JUN	1	LGALS3
E2F4	-1	TP73
PPARA	1	PTPRF
NR3C1	1	CDKN1C
CREM	-1	BCL2
SP1	1	PRKCA
ESR2	1	MUC1
FOS	1	PRKCE
JUN	1	PRKCE
TFAP4	1	IL1B
TFAP4	1	TGFB1
MYB	1	PRKACA
TBP	1	STIP1
SP1	1	S100A10
SP1	1	ERBB2
SP1	1	PTEN
MTF1	1	HSPA4
YY1	-1	SERPINE1
RELB	1	PRKCD
REL	1	PRKCD
NFKB2	1	PRKCD
RELA	1	PRKCD
NFKB1	1	PRKCD
GLI1	1	PTHLH
PHF5A	1	GJA1
NR4A3	-1	TGFB1
STAT5A	1	EBF1
STAT5A	1	IL7
HSF2	1	HSPA4
CREB1	1	FRZB
HES1	1	EFNB2
HEY1	1	EFNB2
HEY1	1	NOTCH4
PITX2	1	MECP2
BCL6	1	IL18
RELB	1	PLAUR
REL	1	PLAUR
NFKB2	1	PLAUR
TFAP2A	1	PLAUR
CUX1	1	STAT5A
APEX1	1	NQO1
SP1	1	ATP2A2
KLF8	1	PTK2
MAX	1	ID2
MXD1	1	ID2
MXD4	1	ID2
TP53	-1	CCNE1
TP53	-1	YBX1
ATF3	1	MAP2K1
ATF3	1	MAPK8
ATF3	1	HSPB1
JUN	1	HSPB1
YBX1	-1	TP53
CUX1	1	BCL2
BCL3	1	BCL2
SP3	1	TGFBR2
PPARG	1	RARB
ATF4	1	PPP1R15A
POU5F1	-1	BRCA1
TBP	1	H1-2
TFAP2A	1	ETS1
STAT3	1	CIITA
USF1	-1	AGT
JARID2	-1	CCND1
RELB	1	JUN
NFKB2	1	JUN
NR3C1	1	BDNF
NR3C1	1	FGF2
NR3C2	1	BDNF
NR3C2	1	FGF2
JUN	1	MYC
SMAD2	1	IL6
RELB	1	TRPC1
REL	1	TRPC1
NFKB2	1	TRPC1
MEF2C	1	GTF2IRD1
NFYB	1	NFYA
NFYC	1	NFYA
ATF4	1	POLR2C
CLOCK	1	USP2
CLOCK	1	FKBP5
ATF4	1	HSPA5
ATF1	1	HSPA5
CREB1	1	HSPA5
GFI1	1	RUNX1T1
MXD1	1	TP53
MXD1	1	MAD1L1
NHLH1	1	LMO4
WT1	1	SPRY1
ELF1	1	NTHL1
ELF1	1	TSC2
ETS2	1	APP
JUNB	1	APP
JUND	1	APP
SP1	1	HLTF
PPARD	1	PTGS2
JDP2	1	ATF2
EGR1	1	UBC
TFAP2A	1	UBC
SP1	1	KL
JUNB	1	UBC
BCL3	1	IL6
GABPA	1	SKP2
FOXO3	1	BCL2L11
REL	1	AMH
NFKB2	1	CXCL2
RELA	1	CXCL2
JUN	1	CXCL2
CEBPG	1	RBFOX2
NFKB2	1	AMH
EGR1	1	HSPA4
RELB	1	AMH
TP53	1	IFI16
ALX1	1	CREBBP
JUND	1	IL11
SMAD4	1	GADD45B
JUNB	1	CCN1
AR	1	PTGER2
SMAD2	1	GADD45B
SMAD3	1	GADD45B
PPARG	1	BRCA1
MYC	1	CCNA2
MYC	1	CDK2
JUND	1	CCN1
USF2	1	TERT
CEBPB	-1	CYP1A1
KAT5	1	BMP4
SRF	1	MRTFA
E2F3	1	FGFR2
E2F4	1	FGFR2
E2F5	1	FGFR2
NR2C2	1	SMAD7
HES1	1	CFD
ATF6	1	XBP1
THRB	-1	CCND1
JUNB	1	EGF
SP1	1	EIF2AK2
SP3	1	EIF2AK2
STAT2	1	EIF2AK2
AR	1	RACK1
JUND	1	PRDX1
JUN	1	PRDX1
NR2C2	1	APOE
NFATC4	1	BDNF
NR1H3	1	FDPS
JUNB	1	PRDX1
JUN	1	PLAT
ETV6	-1	BCL2L1
NFKBIB	1	PTGS2
RFX5	-1	COL1A2
CEBPB	1	BCL2
CEBPG	1	BCL2
USF1	1	MAPK14
ELK3	1	VEGFA
SP1	1	F2R
TFDP1	1	CDK2
JUNB	1	AXIN1
JUND	1	AXIN1
JUN	1	AXIN1
JUNB	1	FGFR1
JUND	1	FGFR1
JUN	1	FGFR1
CEBPB	1	ACHE
CEBPB	1	TNFRSF11A
JUN	1	PRKACA
JUND	1	PRKACA
ELK3	1	PMEL
NR3C1	-1	FOS
TBP	1	RARB
RARA	1	PML
SP1	1	RARG
JUNB	1	LARGE1
JUND	1	LARGE1
JUN	1	LARGE1
HOXA10	1	GLB1
WT1	-1	PDGFA
HOXC6	1	HOXC5
HOXD10	1	HOXC5
HOXD11	1	HOXC5
HOXD9	1	HOXC5
HOXB9	1	NCAM1
AR	1	PIM1
SP1	1	CYP1A1
ESR2	1	AMH
FOXD1	1	PGF
JUND	1	FOSL1
DBP	1	ANGPT1
RELA	1	EIF2B5
JUNB	1	FOSL1
HOXA5	1	TNC
JUNB	-1	JUN
CEBPB	1	AFP
TFAP4	1	APP
POU2F2	1	NGF
SP1	1	FTH1
E4F1	1	ACHE
REL	1	CISH
TP53	1	HLA-E
RELB	1	CISH
NFKB2	1	CISH
RELA	1	CISH
NFKB1	1	CISH
JUN	1	TGFBI
RELB	1	HLA-E
REL	1	HLA-E
NFKB2	1	HLA-E
RELA	1	HLA-E
NFKB1	1	HLA-E
EGR2	1	JUN
CEBPB	1	CD44
FOS	-1	CSF1
JUN	1	CSF1
RUNX2	-1	CCNE1
NCOA1	1	ESR2
FOS	1	PRKAR2B
JUNB	1	MSH2
JUND	1	MSH2
TBP	1	MYC
RUNX2	1	SPP1
JUNB	1	GADD45B
HIF1A	1	PTGS2
ATF3	1	IGF2
JUN	1	IGF2
MAFK	1	CDK6
JDP2	1	KAT2B
MYBL2	1	UCHL1
GATA2	1	MMP2
JUND	1	GADD45B
SP1	1	DCK
SP1	1	USF2
USF2	1	DCK
SP3	1	DCK
TP53	1	ELAVL1
ZNF350	-1	GADD45A
JUND	1	GJA1
SMAD7	-1	COL1A2
PPARG	-1	MAF
LRRFIP1	-1	EGFR
TFAP2A	1	EGFR
JUNB	1	MYC
ARNT	1	CDKN1B
JUNB	1	CREM
JUND	1	CREM
RELB	1	EIF2B5
REL	1	EIF2B5
NFKB2	1	EIF2B5
NFKB1	1	EIF2B5
DNMT1	1	RARB
SP1	1	ARNT
IRF2	1	PRKCA
RELB	1	BCL3
REL	1	BCL3
NFKB2	1	BCL3
NFKB1	1	BCL3
RELB	1	MAP3K7
MBD2	1	HPSE
STAT5A	1	STAT5B
STAT5B	1	STAT5A
CREM	1	PSMA4
REL	1	MAP3K7
NFKB2	1	MAP3K7
RELA	1	MAP3K7
NFKB1	1	MAP3K7
HOXA11	1	EGFR
GLI1	1	BCL2
GLI3	1	BCL2
RUNX1	1	SMARCA4
EGR1	-1	TNFSF10
RELB	1	HPSE
REL	1	HPSE
SRF	1	FGFR3
NFKB2	1	HPSE
RELA	1	HPSE
NFKB1	1	HPSE
ZBTB17	1	CDKN1C
RARG	1	ABCA1
SP1	1	TNFRSF10B
SP1	1	MAPK8
KAT7	1	CCNA2
RELB	1	KITLG
REL	1	KITLG
NFKB2	1	KITLG
RELA	1	KITLG
NFKB1	1	KITLG
SP1	1	CTSL
KLF2	1	IL7
AR	1	JAK2
ARID4A	1	BRMS1
CEBPG	1	ICAM1
KLF5	1	PDGFA
NFKB1	1	PDGFA
CEBPB	1	GDNF
KLF10	1	GDNF
CEBPB	1	SOCS3
BHLHE40	1	CRY1
EGR1	-1	PSEN2
SP1	1	MSH6
HINFP	1	CDK2
HINFP	1	EIF4G1
HINFP	1	NPAT
KDM5D	1	SERPINE1
CEBPB	1	PML
CEBPB	1	RARA
CREB1	1	CEBPB
ATF1	1	CEBPB
ATF1	1	CREB1
SMARCC1	1	SMARCB1
SP1	1	TXN
SMAD1	1	HEY1
RARA	1	F3
HIF1A	-1	APEX1
RELB	1	APEX1
REL	1	APEX1
NFKB2	1	APEX1
RELA	1	APEX1
NFKB1	1	APEX1
SMAD7	1	NFKBIA
STAT1	-1	MDM2
RELB	1	TSPOAP1
NFKB2	1	TSPOAP1
RELA	1	TSPOAP1
NFKB1	1	TSPOAP1
HOXD3	1	ITGA5
HBP1	1	MAPK14
FLI1	1	TERT
ID2	1	TERT
TSC22D1	1	TSC2
NR4A1	1	MAP2K1
NR4A1	1	EGF
UBTF	1	RPS6KB1
CUX1	1	AKT1
CUX1	1	PIK3R1
HIF1A	1	GK
MYBL2	-1	COL1A1
SP3	1	ATP2A2
TP53	1	KAT2B
TP73	1	KAT2B
AR	1	MAPK1
TP53	1	TNFSF10
KLF4	-1	CCNB1
E2F3	1	CCNE1
REL	-1	CCNE1
ESR2	1	TGFA
HMGA1	1	IL1B
KLF4	1	LAMA1
KLF5	1	LAMA1
PPARG	-1	CD40
SP1	1	PTGER4
NFIA	1	SMUG1
NFIC	1	SMUG1
SP1	1	CISH
JUNB	1	RBPJ
JUND	1	RBPJ
JUN	1	RBPJ
ESRRG	1	NRIP1
SP1	1	ADGRG1
SP3	1	ADGRG1
HMGA2	1	CCNA2
RELB	-1	PPARG
REL	-1	PPARG
NFKB2	-1	PPARG
NFKB1	-1	PPARG
SIM1	-1	AHR
TP53	1	ADA
FOXM1	1	PROS1
MAZ	1	PROS1
SMAD3	1	TAGLN
SMAD2	1	TAGLN
SMAD6	-1	TAGLN
SMAD7	-1	TAGLN
ZNF148	1	STAT1
HSF1	1	MAP3K14
AHR	1	SIM1
ARNT	1	SIM1
STAT4	1	CREBBP
HDGF	1	VEGFA
USF1	1	CCND2
USF2	1	CCND2
STAT5A	1	PIK3C3
CEBPG	1	APP
AR	1	EGF
NCOA2	1	EGF
EGR1	1	GDF15
SSRP1	1	GDF15
EP300	1	NFKB1
RELB	1	EP300
REL	1	EP300
NFKB2	1	EP300
RELA	1	EP300
NFKB1	1	EP300
RUNX2	1	MMP14
USF1	1	CTSB
USF2	1	CTSB
STAT1	1	LGALS3
BHLHE40	-1	PER2
BHLHE41	-1	DBP
RELB	1	MAF
NR3C1	-1	HSPA4
ETV1	1	TERT
ETS1	1	ITGA2B
STAT3	1	MMP14
AHR	1	IL6
TP53	1	IL4R
ETV4	1	TERT
EWSR1	1	TERT
HES1	1	NR1H3
NR3C1	1	NR1H3
JUNB	-1	THBS1
JUND	-1	THBS1
JUN	-1	THBS1
AR	1	VCAM1
KAT5	1	CREBBP
RORA	1	CREBBP
ID1	1	EGFR
NFYA	1	OGG1
STAT3	1	PTGS2
NFKB1	1	MAF
REL	1	MAF
NFKB2	1	MAF
RELA	1	MAF
MYC	1	IL6
KAT5	1	ACTL6A
KAT5	1	TRRAP
ZFPM1	-1	GATA2
SP3	1	MAP3K12
NR1H3	1	VEGFA
NR1H2	1	VEGFA
EGR2	1	DDX20
EGR2	1	IGF2
TEF	1	MYLK
JUNB	1	BACE1
JUND	1	BACE1
JUN	1	BACE1
HSF1	1	BACE1
TFAP2A	1	BACE1
SP1	1	APP
SP1	1	BACE1
ZNF143	1	TALDO1
TFAP2A	1	TALDO1
ZBTB17	1	MAPK1
ZBTB17	1	PIAS2
HOXA7	1	FN1
JUNB	1	CTNNB1
JUND	1	CTNNB1
RELB	1	CTNNB1
REL	1	CTNNB1
NFKB2	1	CTNNB1
RELA	1	CTNNB1
NFKB1	1	CTNNB1
SMAD3	1	CTNNB1
KLF5	1	PDGFB
AR	1	UXT
STAT3	1	VIM
PLAG1	1	CRLF1
RUNX1	1	SPP1
RARA	1	IGFBP3
TP53	1	PML
ELF3	1	ANGPT1
MXI1	-1	MYC
RELB	1	NLK
REL	1	NLK
NFKB2	1	NLK
RELA	1	NLK
NFKB1	1	NLK
CEBPD	1	C3
USF1	1	BHLHE40
HIF1A	1	AKT1
HIF1A	1	HSP90AA1
HIF1A	1	HSPA4
HIF1A	1	NR4A1
ESR2	-1	CCNA2
ESR2	1	CDKN1A
ESR2	1	CDKN1B
NCOA3	1	CYP1A1
RELB	1	PTEN
REL	1	PTEN
NFKB2	1	PTEN
KLF7	1	CDKN1A
CEBPB	1	CCND3
NRG1	1	CCND3
CEBPB	1	NRG1
NCOR2	1	LITAF
AR	1	ESR2
FOXO3	1	BTG1
ATF2	1	NCOA6
ETS1	1	TNC
SMARCA1	1	NME1
JUN	1	SRC
MITF	1	FOS
BCL6	-1	CDKN1B
NCOR2	1	NR2F2
NR2F2	1	LITAF
SP3	1	TFAP2A
MYC	1	AURKA
ATF4	1	VEGFA
RUNX1	1	CCND3
NFE2L2	1	MAFK
MAF	1	HMOX1
NFE2L2	1	CD36
HINFP	1	RB1
HINFP	-1	MBD2
CREB1	1	ETV3
CREM	1	ETV3
CREB1	1	ICAM1
TGFB1I1	1	CDKN1A
EGR2	1	MAPK8IP1
USF2	1	TGFB1
ELF4	1	LTBP1
AHR	-1	LTBP1
NCOA1	1	ABCA1
HOXA9	1	EPHB4
PPARG	-1	CTNNB1
NR2F1	1	UBE2I
JUNB	1	IGFBP4
JUND	1	IGFBP4
JUN	1	IGFBP4
SP3	1	IGFBP4
THRA	-1	ABCA1
MYBL2	1	MYC
MYBL2	1	PLA2G4A
EGR1	1	EPHB2
JUNB	1	VIM
JUND	1	VIM
JUN	1	VIM
EWSR1	1	CDKN1B
FLI1	1	CDKN1B
MAFK	1	GSTP1
SP1	1	NR3C1
KAT7	1	CARM1
KAT7	1	GRIP1
KAT7	1	MSH6
KAT7	1	SRC
NCOA1	1	EP300
NCOA2	1	CARM1
NCOA2	1	EP300
NCOA3	1	CARM1
NCOA3	1	EP300
NCOA3	1	GRIP1
NR1H2	1	SCARB1
TFAP2A	-1	SOX6
ATF6B	1	HSPA5
STAT5A	1	STAT3
ETV4	1	TGFBR2
HESX1	1	MMP2
NR3C2	1	FAF1
ZFHX3	1	CDKN1A
NFATC1	1	MMP14
NCOR1	1	TBL1XR1
NCOR2	1	TBL1XR1
STAT1	1	LAT
ZBED1	1	CAT
PRDM1	1	EHMT2
ETV4	1	WT1
HEY1	1	MDM2
ETV4	1	SPP1
LEF1	1	SPP1
HES1	1	MDM2
OSR1	1	MDM2
TFAP4	-1	MDM2
TAF1	1	CDKN1A
RARA	1	CXCR5
JUN	1	CTSK
JUNB	1	CP
FLI1	1	SNAP25
JUND	1	CP
JUN	1	CP
NCOR2	-1	PPARD
MAF	1	CCND2
SP3	1	STMN1
SMAD4	1	TNC
NR1D1	1	IL6
NR1D1	1	PTGS2
YY1	1	PAX2
RELB	1	GSTP1
REL	1	GSTP1
NFKB2	1	GSTP1
RELA	1	GSTP1
MSC	1	MYOCD
TP53	-1	PLK1
SMARCC1	1	KRAS
ID3	1	SMARCC1
TCF12	1	SMARCC1
TCF3	1	SMARCC1
EWSR1	1	SNAP25
SP1	1	TGFA
PAX6	1	CRYAB
RARB	1	CRYAB
RXRB	1	CRYAB
RELB	1	ILK
REL	1	ILK
NFKB2	1	ILK
RELA	1	ILK
NFKB1	1	ILK
CREM	-1	CCNA2
POU3F2	1	BRAF
RELA	1	ING4
FOXO3	1	TSC22D3
KLF4	1	PLAUR
RELB	1	STMN1
REL	1	STMN1
NFKB2	1	STMN1
RELA	1	STMN1
NFKB1	1	STMN1
ESR2	1	APP
ESR2	1	BMP6
RELB	1	PARP1
REL	1	PARP1
NFKB2	1	PARP1
RELA	1	PARP1
NFKB1	1	PARP1
TP53	-1	CHEK2
NFYA	-1	CHEK2
MYB	1	NR3C1
HOXA10	1	TP53
JUNB	1	IGF2
JUND	1	IGF2
RELA	1	CHUK
STAT5B	1	IGF1R
HIF1A	1	TIMP1
NFKB1	-1	TGFB1
RUNX1	1	TIMP1
RUNX2	1	TIMP1
RUNX1	1	JUND
STAT1	1	RB1
STAT5B	1	RB1
SRF	1	BCL2
IRF1	1	CXCL8
STAT1	-1	CXCL8
TP53	1	CAT
PAX8	1	HHEX
APEX1	1	HHEX
SSRP1	1	HHEX
PPARG	1	GADD45A
VDR	1	CDKN1B
E2F1	1	LRBA
MAZ	1	CDKN1A
PPARG	1	BCL2
GLI3	1	SMO
PPARG	1	INSIG1
TEAD4	1	VEGFA
NRG1	1	PA2G4
FOS	1	NFATC1
EZH2	1	CCNA2
EZH2	1	RBL2
MYC	1	PRKN
HESX1	1	NPPB
NR3C2	1	NPPB
SALL2	1	CDKN1A
RELB	1	IRAK4
REL	1	IRAK4
NFKB2	1	IRAK4
RELA	1	IRAK4
NFKB1	1	IRAK4
ETS1	1	CDK11B
GLI3	1	PTCH1
ESR2	1	PELP1
TP53	1	PPP1R13B
SP3	1	RECK
MAZ	1	PREB
CTCF	-1	PAX6
RELB	1	CDKN1B
REL	1	CDKN1B
NFKB2	1	CDKN1B
RELA	1	CDKN1B
NFKB1	1	CDKN1B
RELB	1	CTSB
REL	1	CTSB
NFKB2	1	CTSB
E2F1	1	SIVA1
TP53	1	SIVA1
SMARCA1	1	PLK1
MAFK	1	CDKN2C
RUNX2	1	VEGFA
ATF4	1	RPS6KA3
MYB	1	TNFRSF10B
CEBPB	1	CEBPG
MEF2A	1	MAPK14
AHR	1	CDKN2A
STAT3	1	MMP2
NFATC1	1	BCL2
TCF3	1	SP3
SP3	1	TCF3
AHR	1	ATM
AHR	1	TNFRSF11A
TP53	1	PRKACA
HOXB13	-1	CCND1
HOXB13	-1	MYC
KLF6	1	FHIT
TP53	1	FHIT
KLF6	1	INSR
RELB	1	VEGFA
REL	1	VEGFA
NFKB2	1	VEGFA
ELF1	1	CDKN1B
ELF1	1	RPS6KB1
AR	1	LATS2
TP53	1	CXCL2
CREB1	1	NGF
USF2	1	GK
USF1	1	GK
AR	1	NGF
CEBPD	1	NGF
ETV5	1	CAV1
TCF3	1	CDKN2A
SP1	1	PHGDH
SMARCA1	1	PPARG
NR3C1	1	TLR2
CTCF	-1	IGF2
JUN	1	BCR
PRDM1	1	CD40
NCOA3	1	FCER1G
RELA	1	SIRT1
EGR1	1	ICAM1
RELB	1	FOS
NFKB2	1	FOS
NR0B1	-1	NR4A1
NCOA1	1	NR4A1
EPAS1	1	EGLN3
HIF1A	1	EGLN3
RELB	1	PTK2
REL	1	PTK2
NFKB2	1	PTK2
RELA	1	PTK2
NFKB1	1	PTK2
SP1	1	FGF2
PAX6	1	IGBP1
TBP	1	EGF
NFKB1	1	MAP3K8
FOS	1	MYOCD
FOS	1	GAB2
MEF2D	-1	NR4A1
EGR3	1	ZNF354C
EGR3	1	NAB2
NR2F2	1	GHR
SSRP1	1	CREBZF
KLF6	1	CDKN1A
MEF2A	1	PHB2
NFAT5	1	ATM
RELB	1	ARRB2
REL	1	ARRB2
NFKB2	1	ARRB2
RELA	1	ARRB2
NFKB1	1	ARRB2
NRF1	1	FMR1
MAX	1	FMR1
MYC	1	FMR1
USF1	1	FMR1
SP1	1	NLRP1
RELB	1	PDGFB
REL	1	PDGFB
NFKB2	1	PDGFB
RELA	1	PDGFB
NFKB2	1	PIK3R1
AR	1	IL18
RELB	1	IL18
REL	1	IL18
NFKB2	1	IL18
RELB	1	PIK3R1
REL	1	PIK3R1
RELA	1	PIK3R1
NFKB1	1	PIK3R1
KCNIP3	1	TG
JUNB	-1	APOE
JUND	-1	APOE
JUN	-1	APOE
REL	1	APOE
RELB	1	APOE
NFKB2	1	APOE
RELA	1	APOE
NFKB1	1	APOE
NFATC2	1	CFLAR
SMAD2	1	SMAD7
WT1	1	STAG2
USF2	1	THBS1
USF1	1	THBS1
NFATC2	1	FGF2
TP53	1	CARM1
HHEX	1	TLE1
HHEX	1	TLE5
SP1	1	SMARCC1
SMAD2	1	VEGFA
NRG1	1	RBBP8
CEBPG	1	CCL2
RUNX2	1	PTTG1
EPAS1	1	TEK
MYC	1	ADM
STAT1	1	JUN
STAT2	1	JUN
BHLHE40	1	FAS
ETS1	-1	SOCS1
MYC	1	TPI1
SP1	1	DPYSL2
FOS	1	F3
ELF4	1	POLK
AHR	1	ESR2
ESR2	1	AHR
USF1	1	CDK4
SP3	1	MAPK14
EZH2	-1	TP53
MYB	1	CNOT9
E2F3	1	TP73
TP53	1	HSPA5
SP1	1	LIPH
SP1	1	MAPK14
SP3	1	LIPH
TP53	1	ERBB2
SP1	1	LMNA
HSF1	1	HSPA9
SOX7	1	LAMA1
SP1	1	LAMA1
SP3	1	LAMA1
EGR1	1	NR3C1
HSF1	1	HSP90AB1
TP73	-1	BIRC5
EGR1	1	CREBBP
TP53	1	CALM2
CEBPB	1	MAP2K1
JUN	1	PPP1R15A
ATF1	1	POLR2F
ATF2	1	POLR2F
JUN	1	PITX1
FOS	1	POLR2F
JUNB	1	PITX1
JUND	1	PITX1
IRF1	1	IL7
IRF2	-1	IL7
NFKB2	1	LY96
STAT3	1	ETV6
TP53	-1	FN1
GATA6	1	PLAU
CEBPB	1	TERF1
PPARA	1	GK
SMAD3	1	BAMBI
SMAD4	1	BAMBI
RELB	1	LY96
REL	1	LY96
RELA	1	LY96
NFKB1	1	LY96
ATF4	-1	CREB1
USF1	1	ATF4
SSRP1	1	CP
STAT3	-1	SREBF1
NFKBIZ	1	IL6
SMAD2	1	APP
SMAD3	1	APP
USF1	1	HMOX1
USF2	1	HMOX1
HHEX	1	TAGLN
ELF1	1	MAPK14
SP100	-1	PLAU
EGR1	1	FGF2
SP1	1	PDGFC
EGR1	1	PDGFC
NFATC1	1	FASTK
CXXC1	1	IGFBP3
TFCP2	1	IGFBP3
ETS1	1	PLAU
TP53	-1	CD44
GFI1	1	TSPOAP1
POU2F2	1	YWHAB
SP1	1	BRCA1
CTCF	1	BRCA1
NRF1	1	E2F6
XBP1	1	HSP90B1
JUND	1	TSPOAP1
RELB	1	BDNF
REL	1	BDNF
NFKB2	1	BDNF
NFKB1	1	BDNF
KLF15	1	GRB10
NRL	1	GRB10
TBP	1	CDKN1A
FLI1	-1	IGFBP3
CREB1	1	MMP2
EWSR1	-1	IGFBP3
STAT3	1	RASA1
TP53	1	HSP90AA1
CREB1	1	NLRP1
SP3	1	GPC4
WT1	-1	MYC
EGR1	1	IL12A
NCOA3	1	UBC
RXRB	1	PKD1
ELK1	1	MRTFA
NR1H2	1	APOE
SSRP1	1	MTF2
SP1	1	GPC4
ETS1	1	PDGFA
EGR1	1	NF1
SP3	1	NF1
SP3	1	PDGFA
ATF4	1	ATF6
CEBPB	1	PRKACA
KLF11	-1	SMAD7
MEF2C	1	CTNNA3
TFCP2	1	ATM
JDP2	1	CSF1R
NFATC1	1	CTSK
GFI1	-1	IL7R
PPARA	1	CAV1
SRF	1	PPARGC1A
NFATC1	1	ACHE
RORA	1	BMAL1
HSF1	1	CLU
NFATC2	1	CD40
HIF1A	1	PRKG1
TFAP2A	1	SMARCA4
SMARCA1	1	MMP2
RELB	1	SOD1
REL	1	SOD1
NFKB2	1	SOD1
RELA	1	SOD1
NFKB1	1	SOD1
NR2C2	1	PIM1
RELB	1	PRKCA
